"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","descriptionLinks/11/text","descriptionLinks/11/url","descriptionLinks/12/text","descriptionLinks/12/url","descriptionLinks/13/text","descriptionLinks/13/url","descriptionLinks/14/text","descriptionLinks/14/url","descriptionLinks/15/text","descriptionLinks/15/url","descriptionLinks/16/text","descriptionLinks/16/url","descriptionLinks/17/text","descriptionLinks/17/url","descriptionLinks/18/text","descriptionLinks/18/url","descriptionLinks/19/text","descriptionLinks/19/url","descriptionLinks/20/text","descriptionLinks/20/url","descriptionLinks/21/text","descriptionLinks/21/url","descriptionLinks/22/text","descriptionLinks/22/url","descriptionLinks/23/text","descriptionLinks/23/url","descriptionLinks/24/text","descriptionLinks/24/url","descriptionLinks/25/text","descriptionLinks/25/url","descriptionLinks/26/text","descriptionLinks/26/url","descriptionLinks/27/text","descriptionLinks/27/url","descriptionLinks/28/text","descriptionLinks/28/url","descriptionLinks/29/text","descriptionLinks/29/url","descriptionLinks/30/text","descriptionLinks/30/url","descriptionLinks/31/text","descriptionLinks/31/url","descriptionLinks/32/text","descriptionLinks/32/url","descriptionLinks/33/text","descriptionLinks/33/url","descriptionLinks/34/text","descriptionLinks/34/url","descriptionLinks/35/text","descriptionLinks/35/url","descriptionLinks/36/text","descriptionLinks/36/url","descriptionLinks/37/text","descriptionLinks/37/url","descriptionLinks/38/text","descriptionLinks/38/url","descriptionLinks/39/text","descriptionLinks/39/url","descriptionLinks/40/text","descriptionLinks/40/url","descriptionLinks/41/text","descriptionLinks/41/url","descriptionLinks/42/text","descriptionLinks/42/url","duration","hasCreatorHeart","hashtags/0","hashtags/1","hashtags/2","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@HarrySongooo","false",,,,,"UgzCiOIjpmKgZXhvBkp4AaABAg","Dynamic RGB lighting and deep bass? Tribit really knows how to create an immersive party experience. Totally worth checking out.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@omatujhesalam","false",,,,,"UgyzMjwm2rD0NWJhA_N4AaABAg","The RGB lighting adds such a cool vibe, especially for night parties. Who doesn’t want their music to glow?",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@daveaustin00","false",,,,,"UgxuThZUEtSyQTqfNMd4AaABAg","Tribit app seems really user-friendly with EQ modes and lighting control. They’ve thought of everything to customize the vibe.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@myearsgotyouthsystem8802","false",,,,,"UgxwsTsZy524Fw1GIIh4AaABAg.AC6F1dJmN-aADD8llsuzUU","Just like me",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","2 months ago","0","UgxwsTsZy524Fw1GIIh4AaABAg",,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"3uZcv68uNH8",,"0"
"@bhatianayan","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5j3Fy3Agd","Httsquad member",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@riversongdoctor","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5jSYIekyV","watching now",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"2"
"@bananascieentist","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5jVgJrg4i","Aye aye Captain",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"1"
"@Flowerguard","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5jqMPM20o","Love this speaker",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@OliveofFogCity","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5kB9WLFyP","enjoyed the video!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@Mikey-5","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5kSfpzWL-","Httsquad member",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@Katiebabiedoll","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5kkZrzRbl","Great video",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@daveaustin00","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5l6EHYPJ5","enjoyed the video",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@lovelifevlogger","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5lCr7pjFb","Well done",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@AmeliaBLM","false",,,,,"UgwvGFiMblAS11z3EP14AaABAg.AB0YxlSApJwAB5lZV-Qy6H","Good job",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0","UgwvGFiMblAS11z3EP14AaABAg",,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","reply",,"Y2Br_tCUPKg",,"0"
"@HappyAujla","true",,,,,"Ugy5Ix9ohP7mpBXWhEt4AaABAg","Stay tuned for the  Black Friday Deals!
Buy from Tribit Official: https://tribitaudio.club/490e58X (11/18–12/2)
Buy From Amazon: https://bit.ly/4fUwje9 (11/21–12/2)",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"3"
"@ddftle","false",,,,,"UgxVusap-cOte0poLRV4AaABAg","Outdoor sounds test is an actually true test, which was passed 😊",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"2"
"@rushirajsinhjadeja","false",,,,,"Ugyxmdlbyc6KvH_KkL54AaABAg","Love From India-Gujarat-Jamnagar-Dhrol-Nana Vagudad Village ❤️
HappyAujlaFamily!!! 🔥🔥🔥
LoveYouHappyBhai ❤️❤️❤️",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"0"
"@ddftle","false",,,,,"UgxFqWjRKXE5PeQd8pZ4AaABAg","5:16 yeah Kay tha animation real life ma kasa ho sakte ha?😲🤔 Speaker ka size chota bara kasa howa 🧐",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"0"
"@Unic_Trandz","false",,,,,"UgwQHvePeZduXMmcZnh4AaABAg","Old and new both tws conect ho skte h kya",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","1",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"1"
"@harpreetsinghmoga","false",,,,,"Ugy3d5_zBWrzBDZboP54AaABAg","Sir,Mic Quality?",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"0"
"@SHUBHAMSINGH-lv9dn","false",,,,,"UgzvUbFkWL4BBaVwCah4AaABAg","Please compare with first version",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","3 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"0"
"@ddftle","false",,,,,"UgyquncTbNln70x4oL54AaABAg","Pool ma use 😅😂😂",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"1"
"@ddftle","false",,,,,"Ugwyis-8i3Xl3bAk3q94AaABAg","It's too big 😅
I'm Shujat Ur Rehman",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"1"
"@ManishSrivastava-uw8qe","false",,,,,"UgxcYJOj4SrwcNAKhTZ4AaABAg","Bekar music baja k music test kar rhe ho",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","1 month ago","1",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"0"
"@ddftle","false",,,,,"UgwhGdX_2lU4aRe406V4AaABAg","5:16 yeah Kay tha animation real life ma kasa ho sakte ha?😲🤔 Speaker ka size chota bara kasa howa 🧐",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=_dvZrLaChGQ","4 months ago","0",,,,,"Tribit StormBox Blast 2! Loudest Portable Party Speaker","comment",,"_dvZrLaChGQ",,"1"
"@Flyingboots1","false",,,,,"Ugwyi6sHlhZQtB1MXGN4AaABAg.AAFbtJunJQVAAPLm8gowJI","Happening at my job right now.",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","4 months ago","0","Ugwyi6sHlhZQtB1MXGN4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"2"
"@dirceuantoniomarinho7452","false",,,,,"Ugwv2y4fJGIEgIR8leB4AaABAg","Hello, I have a bone conduction headset and when I use this device while doing sports, such as with a rowing machine, I don't hear anything anymore. thanks a lot for the video",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=j0uSs4i9FOg","3 weeks ago","0",,,,,"The BEST Open Earbuds I've Tried SO FAR! | Tribit Open Go ($30)","comment",,"j0uSs4i9FOg",,"0"
"@ZashaRund","false",,,,,"UgzrM4hMNC4DNLtJ_rp4AaABAg","Really enjoyed your video, very well explained!",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=j0uSs4i9FOg","4 months ago","0",,,,,"The BEST Open Earbuds I've Tried SO FAR! | Tribit Open Go ($30)","comment",,"j0uSs4i9FOg",,"1"
"@firdausmedli2458","false",,,,,"UgzcmPDQxXi2_F_20WN4AaABAg","Should i buy this or JBL Go 4?",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/-ZM75wBlP5s","4 months ago","0",,,,,"Tiny Speaker HUGE Sound? Tribit StormBox Mini Tested!","comment",,"-ZM75wBlP5s",,"5"
"@joseluismesana7931","false",,,,,"Ugzd4moFYke0AYL2shR4AaABAg","Does this have a built-in mic? TIA",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/-ZM75wBlP5s","4 months ago","0",,,,,"Tiny Speaker HUGE Sound? Tribit StormBox Mini Tested!","comment",,"-ZM75wBlP5s",,"0"
"@VijayaKumar-gc2iz","false",,,,,"UgxyJ1uj1rPLl5yINPR4AaABAg","Should i buy Boat stone 350 pro or  tribit strom box mini or tribit x sound go or jbl go 3 I want loud and clear sound if bass is less no problem.",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/-ZM75wBlP5s","5 months ago","6",,,,,"Tiny Speaker HUGE Sound? Tribit StormBox Mini Tested!","comment",,"-ZM75wBlP5s",,"1"
"@DannyPops","true",,,,,"UgyZFTotDFkz9velPKR4AaABAg","Get this wonderful FlexiSpot C7 Max ergonomic chair at https://bit.ly/4g7r5fp and use my code ""C730"" to get $50 off on it!",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"2"
"@Heff3rd","false",,,,,"UgwhpUztuSE6P6ekRf54AaABAg","Though I advocate for the Tribit Go, Micro 2 and Flow, I refuse to buy any speaker with lights. I want to hear music and could care less about staring at a speaker flashing me. I’d rather the manufacturer put money into the sound engineering than flashing lights BS.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","24",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"7"
"@homelessgunner","false",,,,,"Ugx1CIri3aVowtOU1514AaABAg","Daddy pops has the best quality bluetooth speaker reviews, I've been looking at bluetooth speakers for a while now, and your videos are a huge help",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","3",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"12"
"@1carusGG","false",,,,,"Ugyuk3um8e5_2zgkrbZ4AaABAg","why did you rename the channel?

I'm guessing that the tribit doesn't really sound as muffled IRL and its mids and highs are being masked by its enormous bass.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago (edited)","2",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"6"
"@winstonsmiths2449","false",,,,,"Ugw0HWGvehcYvX6zM994AaABAg","Original Soundblast all the way, I was excited about the new one but after listening to it, thumbs down. Save some cash and get the original. I LOVE the original, thanks for the heads up on that speaker. I am still surprised your subs are relatively low. You are Flossy Carter good LOL.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago (edited)","2",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"4"
"@viktor1845","false",,,,,"UgxwL8kIRbkKUtUnssN4AaABAg","I listened many speakers today. JBL rocks, go4, xtreme4 very good. Its not about the price, its about firm that produce it, jbl always do ""right"" sound. Marshal, harman, was much worse...",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"2"
"@allexking","false",,,,,"UgwvABwkPSOfXM_HJId4AaABAg","You sold better speaker, older tribit has more balanced sound across full range, even tho it can't play low frequencies like tribit 2... Who prefer SQ over SPL should pick old version.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","1 month ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"0"
"@HaydenSzucs","false",,,,,"UgyGDszl6MtZ-MR4XRF4AaABAg","I owed the bast 1 sold it to my gf and got the bast 2, yes the blast two is louder and has more bass but I just don’t like the sound it’s honestly nearly unlistenable having owned jbls and the fist gen blast, I ended up looking up different YouTubers eq and eventually made my own, it’s amazing comparing xbass with my new eq is night and day difference I just don’t know if it distorts at max volume yet like other eqs do",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","2",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"1"
"@billdepalma161","false",,,,,"Ugx53Gx1mgdzFtl-ADR4AaABAg","Too much bass it’s over powering the high end JBL AND SONY are well balanced.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"3"
"@corndog9482","false",,,,,"UgxXuaPeHwqLoHpTaY54AaABAg","ouch.... the clarity suffers greatly.  Very unbalanced and is WAY too bass heavy.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","2 months ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"1"
"@leightaylor806","false",,,,,"Ugx2j95b-vE7RZEml3d4AaABAg","Great review video. It is quite hard to tell from a video, becuase the Tribit sounded way better than the other two, so you can't really get an idea of that muddiness you mentioned. Way more bass than Sony or JBL though.",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 weeks ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"0"
"@uhcuhc.","false",,,,,"Ugzerarjd3VoiIKDtrV4AaABAg","i'm looking forward for all the tribit comparisons video and your opinions of each of one",,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=IwlqWQzAtrE","3 months ago","0",,,,,"Is it better? Tribit Stormbox Blast 2, and new FlexiSpot chair review","comment",,"IwlqWQzAtrE",,"1"
